,ID_2020,ëIéËñº_2020,îN_2020,É`Å[ÉÄ_2020,ééçá_2020,ë≈ê»_2020,ë≈êî_2020,ìæì__2020,à¿ë≈_2020,ìÒó€ë≈_2020,éOó€ë≈_2020,ñ{ó€ë≈_2020,ó€ë≈_2020,ë≈ì__2020,ìêó€_2020,ìêó€éh_2020,ã]ë≈_2020,ã]îÚ_2020,élãÖ_2020,éÄãÖ_2020,éOêU_2020,ïπéEë≈_2020,ë≈ó¶_2020,í∑ë≈ó¶_2020,èoó€ó¶_2020,íPë≈_2020,wOBAï™éq_2020,wOBAï™ïÍ_2020,wOBA_2020,ÉäÅ[ÉO_2020,ÉäÅ[ÉOwOBA_2020,ë≈åÇìæì__2020,ÉäÅ[ÉOééçá_2020,ÉäÅ[ÉOë≈ê»_2020,ÉäÅ[ÉOìæì__2020,wRC_2020,ID_2019,ëIéËñº_2019,îN_2019,É`Å[ÉÄ_2019,ééçá_2019,ë≈ê»_2019,ë≈êî_2019,ìæì__2019,à¿ë≈_2019,ìÒó€ë≈_2019,éOó€ë≈_2019,ñ{ó€ë≈_2019,ó€ë≈_2019,ë≈ì__2019,ìêó€_2019,ìêó€éh_2019,ã]ë≈_2019,ã]îÚ_2019,élãÖ_2019,éÄãÖ_2019,éOêU_2019,ïπéEë≈_2019,ë≈ó¶_2019,í∑ë≈ó¶_2019,èoó€ó¶_2019,íPë≈_2019,wOBAï™éq_2019,wOBAï™ïÍ_2019,wOBA_2019,ÉäÅ[ÉO_2019,ÉäÅ[ÉOwOBA_2019,ë≈åÇìæì__2019,ÉäÅ[ÉOééçá_2019,ÉäÅ[ÉOë≈ê»_2019,ÉäÅ[ÉOìæì__2019,wRC_2019,ë≈ê»î‰ó¶,p_ë≈ê»_2019,p_ë≈êî_2019,p_ìæì__2019,p_à¿ë≈_2019,p_ìÒó€ë≈_2019,p_éOó€ë≈_2019,p_ñ{ó€ë≈_2019,p_ó€ë≈_2019,p_ë≈ì__2019,p_ìêó€_2019,p_ìêó€éh_2019,p_ã]ë≈_2019,p_ã]îÚ_2019,p_élãÖ_2019,p_éÄãÖ_2019,p_éOêU_2019,p_ïπéEë≈_2019,p_íPë≈_2019,p_wOBAï™éq_2019,p_wOBAï™ïÍ_2019,p_wOBA_2019,p_ë≈åÇìæì__2019,p_wRC_2019,êLÇ—
73,71575131,â¨ñÏÅ@ãMéi,2020,êÁótÉçÉbÉe,53,236,203,30,59,17,0,1,79,10,19,4,6,1,24,2,23,2,0.29100000000000004,0.389,0.37,41,79.19999999999999,230,0.34434782608695647,Ép,0.31533049922877243,6.359630803085334,720,27080,2963,32.18193508668947,71575131.0,â¨ñÏÅ@ãMéi,2019.0,êÁótÉçÉbÉe,125.0,569.0,508.0,76.0,160.0,35.0,7.0,10.0,239.0,46.0,28.0,10.0,9.0,4.0,40.0,8.0,56.0,4.0,0.315,0.47,0.371,108.0,207.5,560.0,0.3705357142857143,Ép,0.31988897159161395,26.209689344196935,858.0,32792.0,3698.0,90.37662030296735,0.4147627416520211,236.0,210.69947275922672,31.521968365553604,66.36203866432338,14.516695957820739,2.9033391915641475,4.147627416520211,99.12829525483305,19.079086115992972,11.61335676625659,4.147627416520211,3.73286467486819,1.6590509666080844,16.590509666080845,3.3181019332161688,23.22671353251318,1.6590509666080844,44.79437609841828,86.06326889279438,232.2671353251318,0.37053571428571436,10.870802610246896,37.48485481810247,-5.302919731412999
270,1005132,Ó‡éRÅ@èr,2020,ç„Å@ê_,42,52,46,6,7,3,0,0,10,3,1,0,1,1,3,1,10,0,0.152,0.217,0.21600000000000003,4,10.3,51,0.2019607843137255,ÉZ,0.3185745868775059,-5.539155621779569,720,27093,2962,0.14585526664179493,1005132.0,Ó‡éRÅ@èr,2019.0,ç„Å@ê_,105.0,300.0,271.0,25.0,73.0,12.0,0.0,5.0,100.0,29.0,9.0,3.0,2.0,0.0,24.0,3.0,56.0,3.0,0.26899999999999996,0.369,0.336,56.0,94.9,298.0,0.3184563758389262,ÉZ,0.31900344388942325,-0.149076043760442,858.0,32803.0,3607.0,32.838760434610435,0.17333333333333334,52.0,46.973333333333336,4.333333333333334,12.653333333333334,2.08,0.0,0.8666666666666667,17.333333333333336,5.026666666666667,1.56,0.52,0.3466666666666667,0.0,4.16,0.52,9.706666666666667,0.52,9.706666666666667,16.449333333333335,51.653333333333336,0.3184563758389262,-0.025839847585143284,5.692051808665809,-5.546196542024014
199,1405136,êºë∫Å@óΩ,2020,ÉIÉäÉbÉNÉX,29,76,62,7,10,2,0,1,15,3,2,2,5,0,9,0,12,0,0.161,0.242,0.268,7,17.2,71,0.24225352112676055,Ép,0.31533049922877243,-5.176285948892509,720,27080,2963,3.139371362776619,1405136.0,êºë∫Å@óΩ,2019.0,ÉIÉäÉbÉNÉX,19.0,53.0,49.0,3.0,13.0,3.0,0.0,2.0,22.0,4.0,2.0,0.0,2.0,0.0,2.0,0.0,10.0,1.0,0.265,0.449,0.294,8.0,16.5,51.0,0.3235294117647059,Ép,0.31988897159161395,0.16685350793338116,858.0,32792.0,3698.0,6.143738113934845,1.4339622641509433,76.0,70.26415094339622,4.30188679245283,18.641509433962263,4.30188679245283,0.0,2.8679245283018866,31.547169811320753,5.735849056603773,2.8679245283018866,0.0,2.8679245283018866,0.0,2.8679245283018866,0.0,14.339622641509433,1.4339622641509433,11.471698113207546,23.660377358490564,73.1320754716981,0.3235294117647059,0.2392616340176786,8.809888616208456,-5.670517253431837
341,1905114,ìàÅ@äÓçG,2020,ìåãûÉÑÉNÉãÉg,20,45,41,2,4,2,0,0,6,4,0,0,1,0,3,0,19,1,0.098,0.146,0.159,2,6.5,44,0.14772727272727273,ÉZ,0.3185745868775059,-6.833892566009327,720,27093,2962,-1.9141716048754542,1905114.0,ìàÅ@äÓçG,2019.0,ìåñkäyìV,57.0,131.0,110.0,12.0,23.0,5.0,0.0,3.0,37.0,15.0,0.0,0.0,7.0,0.0,13.0,1.0,20.0,3.0,0.209,0.336,0.298,15.0,35.8,124.0,0.2887096774193548,Ép,0.31988897159161395,-3.7674980458146434,858.0,32792.0,3698.0,11.005556357698406,0.3435114503816794,45.0,37.786259541984734,4.122137404580153,7.900763358778626,1.717557251908397,0.0,1.0305343511450382,12.709923664122138,5.152671755725191,0.0,0.0,2.404580152671756,0.0,4.465648854961833,0.3435114503816794,6.870229007633588,1.0305343511450382,5.152671755725191,12.297709923664122,42.595419847328245,0.2887096774193548,-1.2941787180279312,3.780534626690293,-5.694706231565747
344,1705134,å√âÍÅ@óDëÂ,2020,ìåãûÉÑÉNÉãÉg,27,46,42,0,2,0,0,0,2,1,0,0,1,1,0,2,4,4,0.048,0.048,0.08900000000000001,2,3.2,45,0.07111111111111111,ÉZ,0.3185745868775059,-10.104758593794452,720,27093,2962,-5.075710500190938,1705134.0,å√âÍÅ@óDëÂ,2019.0,ìåãûÉÑÉNÉãÉg,11.0,17.0,15.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.2,0.2,0.25,3.0,3.4000000000000004,16.0,0.21250000000000002,ÉZ,0.31900344388942325,-1.5975516583413485,858.0,32803.0,3607.0,0.27175907543300126,2.7058823529411766,46.0,40.58823529411765,2.7058823529411766,8.117647058823529,0.0,0.0,0.0,8.117647058823529,0.0,0.0,0.0,2.7058823529411766,0.0,2.7058823529411766,0.0,5.411764705882353,0.0,8.117647058823529,9.2,43.294117647058826,0.21249999999999997,-4.322786840217769,0.7353480864657662,-5.811058586656705
61,91595133,çbî„Å@ëÒñÁ,2020,ïüâ™É\ÉtÉgÉoÉìÉN,104,360,289,44,61,15,0,11,109,33,4,4,22,3,43,3,80,7,0.21100000000000002,0.377,0.317,35,105.19999999999999,338,0.3112426035502958,Ép,0.31533049922877243,-1.3932911104141135,720,27080,2963,37.996664576439656,91595133.0,çbî„Å@ëÒñÁ,2019.0,ïüâ™É\ÉtÉgÉoÉìÉN,137.0,454.0,377.0,42.0,98.0,15.0,0.0,11.0,146.0,43.0,9.0,4.0,23.0,3.0,50.0,1.0,114.0,9.0,0.26,0.387,0.34600000000000003,72.0,142.0,431.0,0.3294663573085847,Ép,0.31988897159161395,4.0544266201842865,858.0,32792.0,3698.0,55.252645698008145,0.7929515418502202,360.0,298.942731277533,33.30396475770925,77.70925110132158,11.894273127753303,0.0,8.722466960352422,115.77092511013215,34.09691629955947,7.136563876651982,3.171806167400881,18.237885462555063,2.3788546255506606,39.647577092511014,0.7929515418502202,90.39647577092511,7.136563876651982,57.092511013215855,112.59911894273127,341.762114537445,0.3294663573085846,3.21496383979367,43.81267059753946,-5.816006021099803
300,81785133,å„ì°Å@èxëæ,2020,ÉIÉäÉbÉNÉX,23,62,50,4,6,0,0,0,6,1,2,0,4,0,8,0,17,0,0.12,0.12,0.24100000000000002,6,11.0,58,0.1896551724137931,Ép,0.31533049922877243,-7.331060730873795,720,27080,2963,-0.5472350292489798,81785133.0,å„ì°Å@èxëæ,2019.0,ÉIÉäÉbÉNÉX,91.0,194.0,165.0,17.0,37.0,7.0,3.0,1.0,53.0,22.0,4.0,3.0,6.0,1.0,19.0,3.0,47.0,1.0,0.22399999999999998,0.321,0.314,26.0,54.7,188.0,0.29095744680851066,Ép,0.31988897159161395,-5.231784064944512,858.0,32792.0,3698.0,16.64586902117405,0.31958762886597936,61.99999999999999,52.73195876288659,5.432989690721649,11.824742268041236,2.2371134020618557,0.9587628865979381,0.31958762886597936,16.938144329896907,7.030927835051546,1.2783505154639174,0.9587628865979381,1.9175257731958761,0.31958762886597936,6.072164948453608,0.9587628865979381,15.020618556701029,0.31958762886597936,8.309278350515461,17.481443298969072,60.08247422680412,0.29095744680851066,-1.6720134640544315,5.319813810890675,-5.867048840139655
95,41545114,äpíÜÅ@èüñÁ,2020,êÁótÉçÉbÉe,84,254,217,21,53,9,3,2,74,15,2,0,7,1,24,5,41,7,0.244,0.341,0.332,39,75.89999999999999,247,0.3072874493927125,Ép,0.31533049922877243,-1.9035217945341791,720,27080,2963,25.888280273412644,41545114.0,äpíÜÅ@èüñÁ,2019.0,êÁótÉçÉbÉe,108.0,435.0,368.0,47.0,95.0,17.0,1.0,8.0,138.0,48.0,2.0,2.0,3.0,4.0,55.0,5.0,63.0,10.0,0.258,0.375,0.359,69.0,143.79999999999998,432.0,0.3328703703703703,Ép,0.31988897159161395,5.398098325499524,858.0,32792.0,3698.0,54.453660657775686,0.5839080459770115,254.0,214.87816091954025,27.443678160919543,55.4712643678161,9.926436781609196,0.5839080459770115,4.671264367816092,80.57931034482759,28.02758620689655,1.167816091954023,1.167816091954023,1.7517241379310344,2.335632183908046,32.11494252873563,2.9195402298850577,36.786206896551725,5.839080459770115,40.289655172413795,83.96597701149426,252.248275862069,0.33287037037037037,3.151993045234218,31.79593059097708,-5.9076503175644355
229,91495134,í∑ç‚Å@åùñÌ,2020,ç„Å@ê_,5,5,5,1,2,0,0,1,5,2,1,0,0,0,0,0,3,0,0.4,1.0,0.4,1,2.9,5,0.58,ÉZ,0.3185745868775059,1.0892725546770585,720,27093,2962,1.6359082170252666,91495134.0,í∑ç‚Å@åùñÌ,2019.0,ç„Å@ê_,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,1.0,2.0,ÉZ,0.31900344388942325,1.4008304634254807,858.0,32803.0,3607.0,1.5107899183533835,5.0,5.0,5.0,10.0,5.0,0.0,0.0,5.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2.0,7.004152317127403,7.5539495917669175,-5.918041374741651
260,41045135,ìcë„Å@è´ëæòY,2020,ìåãûÉÑÉNÉãÉg,46,53,47,5,7,1,1,0,10,2,1,1,1,0,5,0,16,0,0.149,0.213,0.231,5,10.9,52,0.20961538461538462,ÉZ,0.3185745868775059,-5.266361442669195,720,27093,2962,0.5279765782218098,41045135.0,ìcë„Å@è´ëæòY,2019.0,ìåãûÉÑÉNÉãÉg,51.0,21.0,19.0,7.0,5.0,1.0,2.0,0.0,10.0,7.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.263,0.526,0.28600000000000003,2.0,7.0,21.0,0.3333333333333333,ÉZ,0.31900344388942325,0.2746562143416095,858.0,32803.0,3607.0,2.583804767827571,2.5238095238095237,53.0,47.95238095238095,17.666666666666664,12.619047619047619,2.5238095238095237,5.0476190476190474,0.0,25.238095238095237,17.666666666666664,2.5238095238095237,2.5238095238095237,0.0,2.5238095238095237,0.0,2.5238095238095237,15.142857142857142,0.0,5.0476190476190474,17.666666666666664,53.0,0.3333333333333333,0.693179969528824,6.5210310807076795,-5.99305450248587
67,31135114,ò‡VÅ@óÉ,2020,çLìáìåóm,79,263,229,25,61,13,0,7,95,36,2,0,1,0,22,11,51,8,0.266,0.415,0.359,41,90.9,262,0.3469465648854962,ÉZ,0.3185745868775059,6.99842124197094,720,27093,2962,35.751457081486684,31135114.0,ò‡VÅ@óÉ,2019.0,çLìáìåóm,126.0,447.0,376.0,38.0,104.0,21.0,2.0,12.0,165.0,63.0,2.0,1.0,3.0,0.0,58.0,10.0,81.0,6.0,0.27699999999999997,0.439,0.387,69.0,164.2,444.0,0.3698198198198198,ÉZ,0.31900344388942325,21.808694670128524,858.0,32803.0,3607.0,70.96057102290114,0.5883668903803132,263.0,221.22595078299776,22.3579418344519,61.19015659955257,12.355704697986578,1.1767337807606264,7.060402684563758,97.08053691275168,37.06711409395973,1.1767337807606264,0.5883668903803132,1.7651006711409396,0.0,34.12527964205817,5.883668903803132,47.65771812080537,3.530201342281879,40.597315436241615,96.60984340044743,261.23489932885906,0.3698198198198198,12.83151386631723,41.7508505123557,-5.999393430869013
44,61165132,à¢ïîÅ@éıé˜,2020,íÜÅ@ì˙,115,459,421,44,108,25,0,13,172,61,2,4,5,2,30,1,92,21,0.257,0.409,0.306,70,143.2,454,0.31541850220264317,ÉZ,0.3185745868775059,-1.2939947166937171,720,27093,2962,48.88715908687178,61165132.0,à¢ïîÅ@éıé˜,2019.0,íÜÅ@ì˙,129.0,484.0,447.0,51.0,130.0,24.0,3.0,7.0,181.0,59.0,1.0,0.0,3.0,2.0,31.0,1.0,82.0,9.0,0.29100000000000004,0.405,0.337,96.0,158.8,481.0,0.33014553014553016,ÉZ,0.31900344388942325,4.80966723388615,858.0,32803.0,3607.0,58.03004341899117,0.9483471074380165,459.0,423.9111570247934,48.36570247933884,123.28512396694215,22.760330578512395,2.8450413223140494,6.6384297520661155,171.650826446281,55.95247933884298,0.9483471074380165,0.0,2.8450413223140494,1.896694214876033,29.39876033057851,0.9483471074380165,77.76446280991736,8.535123966942148,91.0413223140496,150.597520661157,456.15495867768595,0.3301455301455301,4.561234008995313,55.03262382090276,-6.145464734030973
302,21525132,ä`è¿Å@óFç∆,2020,êÁótÉçÉbÉe,56,129,106,6,17,1,0,0,18,9,0,0,15,0,5,3,31,2,0.16,0.17,0.21899999999999997,16,21.3,114,0.1868421052631579,Ép,0.31533049922877243,-14.669091644407661,720,27080,2963,-0.554357523285061,21525132.0,ä`è¿Å@óFç∆,2019.0,êÁótÉçÉbÉe,34.0,73.0,54.0,5.0,9.0,0.0,0.0,1.0,12.0,2.0,0.0,0.0,10.0,0.0,4.0,5.0,20.0,0.0,0.16699999999999998,0.222,0.28600000000000003,8.0,15.5,63.0,0.24603174603174602,Ép,0.31988897159161395,-5.046910413257642,858.0,32792.0,3698.0,3.185402345951921,1.7671232876712328,129.0,95.42465753424658,8.835616438356164,15.904109589041095,0.0,0.0,1.7671232876712328,21.205479452054796,3.5342465753424657,0.0,0.0,17.671232876712327,0.0,7.068493150684931,8.835616438356164,35.342465753424655,0.0,14.136986301369863,27.390410958904106,111.32876712328768,0.246031746031746,-8.918512922058028,5.628998666134214,-6.183356189419275
108,61265112,ïΩìcÅ@ó«âÓ,2020,íÜÅ@ì˙,55,193,166,26,39,7,0,3,55,17,0,1,0,1,24,2,33,4,0.235,0.331,0.337,29,59.4,193,0.3077720207253886,ÉZ,0.3185745868775059,-1.9804704612215007,720,27093,2962,19.11966610541933,61265112.0,ïΩìcÅ@ó«âÓ,2019.0,íÜÅ@ì˙,95.0,407.0,360.0,52.0,100.0,21.0,4.0,8.0,153.0,32.0,3.0,6.0,1.0,4.0,38.0,4.0,53.0,8.0,0.278,0.425,0.35,67.0,139.4,406.0,0.3433497536945813,ÉZ,0.31900344388942325,9.19073195144717,858.0,32803.0,3607.0,53.944230107103664,0.4742014742014742,193.0,170.7125307125307,24.65847665847666,47.420147420147416,9.958230958230958,1.8968058968058967,3.7936117936117935,72.55282555282555,15.174447174447174,1.4226044226044225,2.845208845208845,0.4742014742014742,1.8968058968058967,18.01965601965602,1.8968058968058967,25.13267813267813,3.7936117936117935,31.77149877149877,66.1036855036855,192.5257985257985,0.34334975369458126,4.358258640366829,25.580433441452094,-6.460767336032763
200,43945132,ÉÅÉqÉA,2020,çLìáìåóm,37,85,80,4,15,2,0,2,23,4,1,0,0,0,5,0,21,3,0.188,0.28800000000000003,0.235,11,20.0,85,0.23529411764705882,ÉZ,0.3185745868775059,-6.246035192283531,720,27093,2962,3.046771067636006,43945132.0,ÉÅÉqÉA,2019.0,çLìáìåóm,56.0,173.0,162.0,13.0,42.0,6.0,0.0,7.0,69.0,17.0,0.0,0.0,0.0,0.0,11.0,0.0,46.0,2.0,0.259,0.426,0.306,29.0,55.599999999999994,173.0,0.32138728323699417,ÉZ,0.31900344388942325,0.365522033294207,858.0,32803.0,3607.0,19.388507735821417,0.4913294797687861,85.0,79.59537572254335,6.387283236994219,20.635838150289015,2.9479768786127165,0.0,3.439306358381503,33.90173410404624,8.352601156069364,0.0,0.0,0.0,0.0,5.404624277456647,0.0,22.601156069364162,0.9826589595375722,14.248554913294795,27.317919075144506,85.0,0.32138728323699417,0.17959175046247164,9.52614541933422,-6.4793743516982145
125,23525130,ÉåÉAÅ[Éh,2020,êÁótÉçÉbÉe,39,147,133,15,31,3,0,6,52,15,0,0,0,1,13,0,28,5,0.233,0.391,0.299,22,44.8,147,0.30476190476190473,Ép,0.31533049922877243,-1.4179530909714162,720,27080,2963,14.666278814493872,23525130.0,ÉåÉAÅ[Éh,2019.0,êÁótÉçÉbÉe,139.0,553.0,487.0,59.0,121.0,18.0,0.0,32.0,235.0,89.0,0.0,0.0,0.0,3.0,55.0,8.0,128.0,18.0,0.248,0.483,0.33299999999999996,71.0,195.4,553.0,0.35334538878842675,Ép,0.31988897159161395,17.25793520402261,858.0,32792.0,3698.0,79.62052364022657,0.26582278481012656,146.99999999999997,129.45569620253164,15.683544303797467,32.164556962025316,4.784810126582278,0.0,8.50632911392405,62.46835443037974,23.658227848101262,0.0,0.0,0.0,0.7974683544303797,14.62025316455696,2.1265822784810124,34.0253164556962,4.784810126582278,18.873417721518987,51.94177215189873,147.0,0.35334538878842675,4.587552396006008,21.164949322085533,-6.498670507591662
226,1105131,çrñÿÅ@ãMóT,2020,ìåãûÉÑÉNÉãÉg,63,84,73,10,12,1,1,1,18,7,0,0,3,1,6,1,18,3,0.16399999999999998,0.247,0.235,9,17.9,81,0.22098765432098763,ÉZ,0.3185745868775059,-7.481664829333067,720,27093,2962,1.7018142981168287,1105131.0,çrñÿÅ@ãMóT,2019.0,ìåãûÉÑÉNÉãÉg,93.0,140.0,124.0,12.0,31.0,6.0,0.0,2.0,43.0,22.0,1.0,0.0,0.0,1.0,13.0,2.0,29.0,1.0,0.25,0.34700000000000003,0.32899999999999996,23.0,43.0,140.0,0.30714285714285716,ÉZ,0.31900344388942325,-1.541876277053592,858.0,32803.0,3607.0,13.852447412852818,0.6,84.0,74.39999999999999,7.199999999999999,18.599999999999998,3.5999999999999996,0.0,1.2,25.8,13.2,0.6,0.0,0.0,0.6,7.8,1.2,17.4,0.6,13.799999999999999,25.799999999999997,83.99999999999999,0.30714285714285716,-0.9251257662321551,8.311468447711691,-6.609654149594863
170,11215137,ñkûäÅ@éjñÁ,2020,ç„Å@ê_,40,112,99,10,19,4,0,2,29,7,2,0,3,0,9,1,23,2,0.192,0.293,0.266,13,27.900000000000002,109,0.2559633027522936,ÉZ,0.3185745868775059,-6.365480552729915,720,27093,2962,5.879158283869945,11215137.0,ñkûäÅ@éjñÁ,2019.0,ç„Å@ê_,82.0,211.0,174.0,18.0,43.0,7.0,0.0,5.0,65.0,20.0,2.0,0.0,13.0,0.0,23.0,1.0,40.0,3.0,0.247,0.374,0.33799999999999997,31.0,63.800000000000004,198.0,0.32222222222222224,ÉZ,0.31900344388942325,0.6303440901731352,858.0,32803.0,3607.0,23.831789079960654,0.5308056872037915,112.00000000000001,92.36018957345972,9.554502369668247,22.824644549763036,3.7156398104265405,0.0,2.6540284360189577,34.502369668246445,10.61611374407583,1.061611374407583,0.0,6.900473933649289,0.0,12.208530805687206,0.5308056872037915,21.23222748815166,1.5924170616113744,16.454976303317537,33.8654028436019,105.09952606635072,0.32222222222222224,0.3345902279591998,12.65004917988433,-6.770890896014386
128,81385110,ãTà‰Å@ëPçs,2020,ì«Å@îÑ,51,156,141,21,36,7,0,2,49,17,0,1,1,2,11,1,21,3,0.255,0.348,0.31,27,45.800000000000004,155,0.295483870967742,ÉZ,0.3185745868775059,-3.2711847538832215,720,27093,2962,13.783847911380867,81385110.0,ãTà‰Å@ëPçs,2019.0,ì«Å@îÑ,131.0,503.0,450.0,67.0,128.0,27.0,2.0,13.0,198.0,55.0,9.0,1.0,3.0,5.0,45.0,0.0,91.0,6.0,0.284,0.44,0.34600000000000003,86.0,173.2,500.0,0.3464,ÉZ,0.31900344388942325,12.625246274290777,858.0,32803.0,3607.0,67.93485210302595,0.3101391650099404,156.0,139.56262425447318,20.779324055666006,39.69781312127237,8.37375745526839,0.6202783300198808,4.031809145129225,61.40755467196819,17.057654075546722,2.7912524850894633,0.3101391650099404,0.9304174950298212,1.5506958250497018,13.956262425447317,0.0,28.222664015904574,1.8608349900596424,26.67196819085487,53.71610337972167,155.06958250497019,0.3464,3.915583337553402,21.06925830630626,-7.2854103949253926
235,71475131,èºà‰Å@óCâÓ,2020,ÉIÉäÉbÉNÉX,29,53,53,2,11,2,1,0,15,2,0,0,0,0,0,0,12,1,0.20800000000000002,0.28300000000000003,0.20800000000000002,8,11.4,53,0.21509433962264152,Ép,0.31533049922877243,-4.427097049270782,720,27080,2963,1.3719797601826889,71475131.0,èºà‰Å@óCâÓ,2019.0,ÉIÉäÉbÉNÉX,7.0,18.0,18.0,2.0,6.0,1.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.33299999999999996,0.556,0.33299999999999996,4.0,6.9,18.0,0.38333333333333336,Ép,0.31988897159161395,0.9516654261257912,858.0,32792.0,3698.0,2.9815507640130807,2.9444444444444446,53.0,53.0,5.888888888888889,17.666666666666668,2.9444444444444446,0.0,2.9444444444444446,29.444444444444446,2.9444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,8.833333333333334,2.9444444444444446,11.777777777777779,20.31666666666667,53.0,0.3833333333333334,2.8021259769259435,8.779010582927407,-7.407030822744718
249,21125134,êŒà‰Å@àÍê¨,2020,ñkäCìπì˙ñ{ÉnÉÄ,59,104,95,9,17,4,1,0,23,3,1,1,5,1,3,0,13,1,0.179,0.242,0.20199999999999999,12,19.700000000000003,99,0.19898989898989902,Ép,0.31533049922877243,-10.470654021498607,720,27080,2963,0.9086665102591471,21125134.0,êŒà‰Å@àÍê¨,2019.0,ñkäCìπì˙ñ{ÉnÉÄ,76.0,226.0,196.0,26.0,44.0,10.0,3.0,4.0,72.0,22.0,2.0,3.0,13.0,1.0,16.0,0.0,61.0,3.0,0.22399999999999998,0.36700000000000005,0.282,27.0,61.3,213.0,0.2877934272300469,Ép,0.31988897159161395,-6.4993477332173235,858.0,32792.0,3698.0,18.9869903980342,0.46017699115044247,104.0,90.19469026548673,11.964601769911503,20.24778761061947,4.601769911504425,1.3805309734513274,1.8407079646017699,33.13274336283186,10.123893805309734,0.9203539823008849,1.3805309734513274,5.982300884955752,0.46017699115044247,7.3628318584070795,0.0,28.07079646017699,1.3805309734513274,12.424778761061948,28.20884955752212,98.01769911504425,0.2877934272300469,-2.9908502843123967,8.73737611236972,-7.828709602110573
294,11515139,â™Å@ëÂäC,2020,êÁótÉçÉbÉe,62,64,56,12,8,0,0,0,8,2,7,3,1,0,7,0,18,1,0.14300000000000002,0.14300000000000002,0.23800000000000002,8,12.1,63,0.19206349206349205,Ép,0.31533049922877243,-7.293297923945756,720,27080,2963,-0.29063913517175344,11515139.0,â™Å@ëÂäC,2019.0,êÁótÉçÉbÉe,95.0,182.0,154.0,36.0,35.0,8.0,1.0,6.0,63.0,16.0,13.0,1.0,3.0,1.0,18.0,6.0,32.0,5.0,0.22699999999999998,0.409,0.33,20.0,58.8,179.0,0.32849162011173183,Ép,0.31988897159161395,1.4839568697203351,858.0,32792.0,3698.0,22.00835306391404,0.3516483516483517,64.0,54.15384615384616,12.65934065934066,12.307692307692308,2.8131868131868134,0.3516483516483517,2.10989010989011,22.153846153846157,5.626373626373627,4.571428571428572,0.3516483516483517,1.054945054945055,0.3516483516483517,6.32967032967033,2.10989010989011,11.252747252747254,1.7582417582417584,7.032967032967033,20.676923076923078,62.94505494505495,0.32849162011173183,0.5218309871544036,7.739201077420322,-8.029840212592076
160,21625135,èºñ{Å@çÑ,2020,ñkäCìπì˙ñ{ÉnÉÄ,84,162,138,19,28,2,2,1,37,11,5,2,11,1,8,4,21,1,0.203,0.268,0.265,23,36.9,151,0.2443708609271523,Ép,0.31533049922877243,-10.348280585652939,720,27080,2963,7.377199473431256,21625135.0,èºñ{Å@çÑ,2019.0,ñkäCìπì˙ñ{ÉnÉÄ,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,1.0,0.9,3.0,0.3,Ép,0.31988897159161395,-0.049722428979034894,858.0,32792.0,3698.0,0.28859179400218005,54.0,162.0,162.0,0.0,54.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,48.6,162.0,0.3,-2.6850111648678845,15.583956876117721,-8.206757402686465
181,1005117,óYïΩ,2020,ìåãûÉÑÉNÉãÉg,43,113,103,6,23,4,0,0,27,9,3,0,0,3,6,1,23,2,0.223,0.262,0.265,19,27.2,113,0.2407079646017699,ÉZ,0.3185745868775059,-7.981328783262939,720,27093,2962,4.372637185806563,1005117.0,óYïΩ,2019.0,ìåãûÉÑÉNÉãÉg,131.0,493.0,447.0,55.0,122.0,19.0,0.0,12.0,177.0,56.0,4.0,3.0,1.0,6.0,37.0,2.0,71.0,4.0,0.273,0.396,0.327,91.0,157.9,492.0,0.3209349593495935,ÉZ,0.31900344388942325,0.8659627646429865,858.0,32803.0,3607.0,55.075974044099134,0.22920892494929007,113.0,102.45638945233266,12.606490872210953,27.963488843813387,4.354969574036511,0.0,2.7505070993914806,40.56997971602434,12.835699797160244,0.9168356997971603,0.6876267748478702,0.22920892494929007,1.3752535496957403,8.480730223123732,0.45841784989858014,16.273833671399593,0.9168356997971603,20.858012170385397,36.192089249492895,112.77079107505071,0.32093495934959343,0.19848639432992832,12.62390480118296,-8.251267615376396
